cell_id,lst,ndvi,building_density,road_density,lon,lat
148,45.23546703240434,0.1620411908429532,0.0200624632049693,0.0066560725665849,77.1752499999995,28.447249999999997
149,44.07596116505286,0.1695654404570058,0.0201364079333609,0.0146794645428286,77.17974999999947,28.447249999999997
150,45.54110809947172,0.1351460239411135,0.0556548430891617,0.0197881488149669,77.18424999999947,28.447249999999997
151,44.93483274613731,0.1605823197265455,0.0303812445136978,0.0151084448322195,77.18874999999946,28.447249999999997
152,45.2599441440477,0.1550917116215886,0.0,0.0213146137320769,77.19324999999945,28.447249999999997
153,45.47911668947096,0.1656861140644857,0.0,0.0088918126327861,77.19774999999944,28.447249999999997
154,47.60837281640764,0.1368006503560997,0.0,0.0037575595224539,77.20224999999944,28.447249999999997
155,47.84215655237263,0.1476990561021935,0.0,0.0082724181980619,77.20674999999943,28.447249999999997
156,48.08374100398111,0.1791080716166157,0.0,0.008039304208661,77.21124999999942,28.447249999999997
157,47.38544445926945,0.1663395443481786,0.0,0.0041266519930218,77.21574999999942,28.447249999999997
158,47.37040875308321,0.1566889228627884,0.0,0.0012696693696458,77.22024999999941,28.447249999999997
159,47.4785395860256,0.143648827541074,0.0,0.0010479691521147,77.2247499999994,28.447249999999997
160,45.334712928941286,0.1286451608773419,0.0,0.0,77.22924999999941,28.447249999999997
161,44.24820911023689,0.1288524676204188,0.0,0.0,77.23374999999939,28.447249999999997
162,43.04726363342162,0.1308391033458242,0.0,0.0,77.2382499999994,28.447249999999997
163,43.164639651353255,0.1331234890566294,0.0006396658219696,0.0,77.24274999999938,28.447249999999997
164,48.12415651264352,0.099330113933895,0.0,0.0,77.12619278008789,28.45192436750429
165,44.76043446068909,0.1375896114461805,0.0,0.0,77.13024999999956,28.451750000000004
166,41.33766392975221,0.1936114948510136,0.0,0.0,77.13474999999956,28.451750000000004
167,45.56280555429255,0.1439714991692352,0.0,0.009336638745039,77.13924999999956,28.451750000000004
168,45.40100268299901,0.136050785934894,0.0059843045103336,0.0225665724824005,77.14374999999954,28.451750000000004
169,46.308359604441264,0.1341204146270572,0.0021110843118998,0.0088422961048474,77.1482499999995,28.451750000000004
170,46.115182916677306,0.1280145093645608,0.0,0.0,77.15274999999953,28.451750000000004
171,47.51001474321141,0.1325176255372845,0.0,0.0016806753147184,77.15724999999952,28.451750000000004
172,46.80428486521063,0.1715105339076885,0.0,0.0086316279252101,77.16174999999951,28.451750000000004
173,41.97907111660509,0.2190600253956399,0.0,0.0132032679956687,77.1662499999995,28.451750000000004
174,41.51814502296214,0.2316641186614241,0.0,0.0080226344793367,77.1707499999995,28.451750000000004
175,43.3918256776922,0.1903820958182848,0.027279372624256,0.0140726849670703,77.1752499999995,28.451750000000004
176,45.81254388141314,0.1262464028695257,0.0002123976283174,0.017732629713143,77.17974999999947,28.451750000000004
177,44.87804133357989,0.1431554379985471,0.0035390396498757,0.0130227932312127,77.18424999999947,28.451750000000004
178,45.15839632690276,0.1441059340548917,0.008731227955868,0.0192219082048582,77.18874999999946,28.451750000000004
179,45.76246596085915,0.1606526293560597,0.0,0.0221696147383368,77.19324999999945,28.451750000000004
180,44.91969549886118,0.1947269808569519,0.0,0.0122732793411993,77.19774999999944,28.451750000000004
181,44.84183499412676,0.1890084662485344,0.0,0.0093629186623175,77.20224999999944,28.451750000000004
182,44.9882653755451,0.1925724982997284,0.0,0.0066307665467398,77.20674999999943,28.451750000000004
183,47.750534716281486,0.1765748160078045,0.0,0.0090475673701215,77.21124999999942,28.451750000000004
184,48.07493392002682,0.1589804896559253,0.0,0.0064251471963671,77.21574999999942,28.451750000000004
185,47.34371614402319,0.1487612972470215,0.0,0.0050023808434405,77.22024999999941,28.451750000000004
186,46.7020108248328,0.1252629910790402,0.0,0.0,77.2247499999994,28.451750000000004
187,45.13964984707349,0.1364008066606393,0.0,0.0,77.22924999999941,28.451750000000004
188,43.194662991035926,0.1328181395308947,0.0,0.0,77.23374999999939,28.451750000000004
189,43.754631148477344,0.1328352626184893,0.0,0.0,77.2382499999994,28.451750000000004
190,43.888191884344906,0.1261898360630408,0.0,0.0,77.24253789653906,28.451572637743148
191,47.52247310558617,0.1015105118371807,0.0,0.0,77.12589245693901,28.456286096715743
192,45.99495842974994,0.1131024603233846,0.0,0.0,77.13024999999956,28.45625
193,42.18577080673915,0.1728933982641174,0.0,0.0,77.13474999999956,28.45625
194,44.59391827328314,0.1598967377046577,0.0,0.0008661844638859,77.13924999999956,28.45625
195,46.229723532092216,0.1274134974696015,0.0,0.0251681590058519,77.14374999999954,28.45625
196,45.761997388220266,0.1502033872563291,0.0145492720313565,0.0091267993342015,77.1482499999995,28.45625
197,45.58770960484968,0.1557795025520947,0.0030161383149307,0.0053166655578926,77.15274999999953,28.45625
198,47.45784345035121,0.1415979218177885,0.0,0.0074391592575618,77.15724999999952,28.45625
199,48.93749831089302,0.133638004570673,0.0,0.0202904652687489,77.16174999999951,28.45625
200,44.33018338550058,0.1840032512495061,0.0086074770180618,0.0119557216151596,77.1662499999995,28.45625
201,40.89978942873547,0.2494118530468939,0.0019282442377565,0.0152634847583915,77.1707499999995,28.45625
202,41.33691361455849,0.2295744760882594,0.0243156655151331,0.0225212581285191,77.1752499999995,28.45625
203,43.89542526645081,0.1006382129197273,0.039276914515595,0.0320286041482741,77.17974999999947,28.45625
204,44.388755520327095,0.0907478333515915,0.0148812407310939,0.0329061401319621,77.18424999999947,28.45625
205,45.12723442791562,0.1039057268472714,0.0059957586080834,0.0368628909586045,77.18874999999946,28.45625
206,46.15274987385696,0.1455300655333349,0.0,0.028639367345113,77.19324999999945,28.45625
207,45.10228154914713,0.1814467135171724,0.0007575298539078,0.0141155231370498,77.19774999999944,28.45625
208,45.589057252431125,0.1752014183376794,0.0,0.0098405875797883,77.20224999999944,28.45625
209,45.47916294501885,0.1779195045109937,0.0,0.0082745156929677,77.20674999999943,28.45625
210,47.75550746575223,0.1599770616084062,0.0,0.0028940237578537,77.21124999999942,28.45625
211,48.61521562290892,0.1458631959501211,0.0,0.0,77.21574999999942,28.45625
212,48.41891222791829,0.1411039156527639,0.0,0.0,77.22024999999941,28.45625
213,47.03999272885154,0.1419880031919265,0.0,0.0,77.2247499999994,28.45625
214,46.06332503493731,0.1471737787031266,0.0,0.0,77.22924999999941,28.45625
215,45.94601586919239,0.1083784295475355,0.0,0.0,77.12575445455555,28.460753877727196
