cell_id,elevation
119,256.1011828577056
120,261.8633378798321
121,261.2748719824434
122,261.9734314125376
123,264.10340851566497
124,264.8307073321704
125,267.8060478199721
126,270.6841779627654
127,269.70138146418327
128,271.45369901547133
129,278.6630051055572
130,286.87045189237847
131,292.69652175136105
132,298.57320074825265
133,299.86441822196605
134,295.23969394787576
135,289.04669479606207
136,285.80676783730195
137,280.24395218002843
138,259.8992431276552
139,253.6559516276455
140,258.64233874370575
141,267.8586581883148
142,259.396068284726
143,262.8595620191564
144,258.34084098870346
145,254.64202028157928
146,257.0125569492097
147,260.19564452822755
148,257.5186570837846
149,263.34942910174965
150,265.41654708646365
151,263.3223674031986
152,264.8800973058105
153,268.6903338350943
154,271.6763104966315
155,274.89895637008107
156,283.5431440667238
157,287.8421311729047
158,290.78205038045553
159,295.9704496547067
160,295.936693905681
161,286.8845834681222
162,279.7193952180027
163,276.22214095838217
164,284.30603016871606
165,262.95671196646106
166,256.55044645995906
167,263.51214503720144
168,270.94154720537944
169,270.274709976798
170,270.4818492524508
171,264.375800120985
172,256.0531231100295
173,256.23888068621255
174,256.2838934766398
175,256.9007145067373
176,260.43460591998866
177,263.35979066724786
178,261.8216571259792
179,264.5203262321593
180,266.6759095129567
181,269.93261508600705
182,273.1966834976582
183,276.40072293562463
184,281.19935582778936
185,284.71397226363604
186,291.3244349428259
187,294.2132519444718
188,287.85910996089916
189,280.18372972896935
190,275.55363787506906
191,290.9868649505548
192,265.9395077884247
193,257.898593530239
194,262.3824402459095
195,277.29320218948266
196,279.4446491610524
197,274.6031540593388
198,264.2645109544508
199,255.55926170814374
200,253.15426160337543
201,254.63700451686404
202,255.97384710615876
203,258.2581715893107
204,261.722895295988
205,263.0637573506653
206,263.0218424753866
207,267.5270593532767
208,269.30665991390214
209,272.287916942166
210,273.9879577395436
211,277.2340503355232
212,284.14709564874863
213,289.1031581908979
214,293.49927549484386
215,286.08504988056785
216,267.7115652381819
217,258.50751430459263
218,260.13507698797696
219,269.9748523206746
220,273.40043582173445
221,271.69375386692144
222,263.72782379994607
223,255.768069070251
224,253.6966863955237
225,254.12053615381336
226,257.05753979413885
227,259.5860372265645
228,262.51124456758635
229,263.62717608347134
230,264.7296256203342
231,266.845684308237
232,269.0422267844083
233,269.6826030710386
234,273.86362933277053
235,278.2371370315683
236,283.92939604865325
237,289.4449631587824
238,296.98870843000725
239,286.87340129482516
240,278.28689977214583
241,265.91370529810666
242,259.6590733319274
243,259.66506793440084
244,271.1479115963031
245,270.6026913774682
246,268.30121380047586
247,262.6975366824699
248,256.3833668546677
249,254.01801282411864
250,256.37387279659015
251,255.8173085037558
252,257.3635609426855
253,260.52083509186605
254,262.42949168753006
255,264.1754622794069
256,267.84772516248864
257,270.92933796537255
258,273.0572300594949
259,274.29800700431815
260,280.0158933318334
261,286.0501554170949
262,292.3040408444565
263,291.83667843429623
264,283.59880638709865
265,285.09802294842257
266,275.5576246870519
267,266.4400489568535
268,264.68621247275576
269,261.833553686461
270,268.4797490257869
271,267.529557342933
272,265.1240822526656
273,259.6109055611046
274,256.5464211873587
275,256.9281294822401
276,258.0958738376266
277,257.33722467579986
278,259.99173170217284
279,262.3506886315997
280,264.7222706686549
281,263.37466955396843
282,267.3434668842496
283,270.7609074798169
284,276.73979943459153
285,275.6671401848128
286,279.2257869419675
287,282.248090690446
288,288.94282620008744
289,286.03687815581117
290,281.11873707093
291,279.8386336866902
292,279.576311941054
293,275.05136427566805
294,272.127243824208
295,269.33230215422714
296,270.15624692330437
297,271.34395925946785
298,267.2187693346086
299,265.90167231606637
300,262.91306182738936
301,258.1199735579965
302,257.5500449969065
303,258.9366242755049
304,260.46990815623286
305,259.5613082850555
306,257.9587811603171
307,264.3024050632911
308,264.0518589346984
309,267.2457902511079
310,270.1203814399643
311,276.8425997552708
312,279.5779243611198
313,281.84039156668865
314,285.2176230661044
315,281.6749834742127
316,281.2244585091422
317,275.6145515408094
318,274.042536890843
319,280.7370210089694
320,282.13916895169785
321,279.93686179639354
322,274.7364030274894
