cell_id,population
800,523.4597670499016
801,666.294331329944
802,797.8387800254072
803,844.8740657507205
804,962.0081026563457
805,1228.5938864165662
806,1785.1982463761874
807,2123.0748745637784
808,1711.2146193410833
809,2088.3947779636756
810,2182.3801244399124
811,2736.344430886063
812,2149.6138562969136
813,2169.2310404459636
814,2586.609613306383
815,4617.401129389745
816,4954.704099767348
817,3941.121633761537
818,4099.4416369269875
819,3621.5296565037147
820,3939.588893665987
821,5513.585318352194
822,6137.745343496286
823,5409.036866850012
824,3399.6651839312385
825,2382.1678792616904
826,2502.7370890598677
827,2960.4699919158343
828,2180.1456184237613
829,2537.860068317488
830,2530.1488178627155
831,1986.8244194180359
832,3246.720287128523
833,5036.913357065238
834,4363.35086478439
835,4122.925866788976
836,3811.8002249325023
837,2788.9739543241612
838,4034.557673884374
839,3292.05331100763
840,1919.0541195738551
841,1914.2380209380506
842,1055.3411439035451
843,505.3303263570748
844,426.2309474758074
845,460.38078082963534
846,275.83298379486683
847,194.85820625155577
848,211.08013206743726
849,240.37555187262737
850,757.0334861755371
851,1432.6530866585526
852,1227.7366564806769
853,496.07916285570934
854,247.24972354664527
855,265.78226215512143
856,318.9807975395053
857,304.356531532138
858,262.916072363012
859,218.12747128430533
860,214.16796277364097
861,278.2067423203413
862,521.0449113060446
863,722.4390853807039
864,691.4025074154723
865,828.0500160067689
866,590.2250438241398
867,359.07181820962944
868,304.41853726330925
869,583.7889596153709
870,600.4136454638314
871,501.9770422879388
872,327.99403082903694
873,375.0289746116189
874,394.8800149356618
875,446.82247017879115
876,655.8569866778804
877,512.4325165991689
878,679.6753503762038
879,541.1506484012978
880,474.990639593087
881,442.65334109138036
882,495.8102571711821
883,796.81397969115
884,1334.668930203307
885,2093.279466112922
886,1199.9504180908202
887,799.006570187737
888,844.8333564533907
889,922.8693407320509
890,1026.0667604184619
891,1237.307633074592
892,1037.1079421997072
893,916.780203037636
894,769.4266474854712
895,643.4789107715382
896,687.1931935890049
897,896.9433225893508
898,925.5378764732211
899,1011.7372955172668
900,1224.4910404130524
901,1060.0989984400132
902,1258.8814303229838
903,1838.8155719981473
904,1960.5861124524884
905,1903.7154470855114
906,1747.58954261331
907,1472.3679692287071
908,2540.516501034007
909,2625.806574982288
910,4141.107548463111
911,2265.080280827541
912,2988.792264212814
913,4251.760596570781
914,4450.071868597292
915,4765.374810312309
916,4607.332527429918
917,3815.486383954217
918,4462.539230974982
919,5807.904623472925
920,4364.908174612008
921,3254.645992922315
922,2152.469867063036
923,2820.8714407827338
924,4250.468546040853
925,3814.864396128935
926,2569.7499485090666
927,2097.8361700319774
928,2917.2047542497226
929,5150.158182630352
930,5890.300856825884
931,5556.952400656307
932,3427.100611967199
